tipo;codigo;nome;unid;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
MATERIAL;10900;"ADAPTADOR EM LATAO, ENGATE RAPIDO1 1/2"" X ROSCA INTERNA 5 FIOS 2 1/2"", PARA INSTALACAO PREDIAL DE COMBATE A INCENDIO";UN;56,57;90,85;75,77;;99,46;69,94;65,14;65,14;;98,05;53,14;61,71;49,53;54,85;68,57;77,99;55,78;98,05;74,74;;41,49;;56,57;41,14;;113,14;
MATERIAL;47;ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 100 / DE 110 MM;UN;73,42;75,57;;81,44;52,81;;;;;;94,90;66,12;78,34;69,94;;;111,36;;;;79,53;;;;;85,83;
MATERIAL;48;ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 50 / DE 60 MM;UN;19,15;19,71;;21,24;13,77;;;;;;24,75;17,25;20,43;18,24;;;29,05;;;;20,74;;;;;22,39;
MATERIAL;46;ADAPTADOR PVC PBA, BOLSA/ROSCA, JE, DN 75 / DE 85 MM;UN;42,94;44,20;;47,63;30,89;;;;;;55,50;38,67;45,81;40,90;;;65,13;;;;46,51;;;;;50,20;
MATERIAL;52;ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 50 / DE 60 MM;UN;14,55;14,97;;16,14;10,46;;;;;;18,80;13,10;15,52;13,86;;;22,07;;;;15,76;;;;;17,01;
MATERIAL;43;ADAPTADOR PVC PBA, PONTA/ROSCA, JE, DN 75 / DE 85 MM;UN;49,11;50,54;;54,47;35,32;;;;;;63,47;44,22;52,39;46,78;;;74,48;;;;53,19;;;;;57,40;
MATERIAL;103;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 110 MM X 4"", PARA AGUA FRIA";UN;48,64;44,78;42,49;39,79;39,79;40,41;47,28;57,28;47,91;42,49;42,49;42,70;40,93;51,56;42,08;42,60;42,70;40,10;48,64;40,20;44,58;38,54;47,39;41,03;39,89;45,20;45,72
MATERIAL;107;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 20 MM X 1/2"", PARA AGUA FRIA";UN;0,91;0,84;0,80;0,75;0,75;0,76;0,89;1,08;0,90;0,80;0,80;0,80;0,77;0,97;0,79;0,80;0,80;0,75;0,91;0,75;0,84;0,72;0,89;0,77;0,75;0,85;0,86
MATERIAL;65;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 25 MM X 3/4"", PARA AGUA FRIA";UN;1,00;0,92;0,87;0,82;0,82;0,83;0,97;1,18;0,99;0,87;0,87;0,88;0,84;1,06;0,87;0,88;0,88;0,82;1,00;0,83;0,92;0,79;0,97;0,84;0,82;0,93;0,94
MATERIAL;108;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 32 MM X 1"", PARA AGUA FRIA";UN;2,01;1,85;1,76;1,65;1,65;1,67;1,96;2,37;1,98;1,76;1,76;1,77;1,69;2,14;1,74;1,76;1,77;1,66;2,01;1,66;1,85;1,60;1,96;1,70;1,65;1,87;1,89
MATERIAL;110;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/2"", PARA AGUA FRIA";UN;7,00;6,44;6,11;5,72;5,72;5,81;6,80;8,24;6,89;6,11;6,11;6,14;5,89;7,42;6,05;6,13;6,14;5,77;7,00;5,78;6,41;5,54;6,82;5,90;5,74;6,50;6,58
MATERIAL;109;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 40 MM X 1 1/4"", PARA AGUA FRIA";UN;4,17;3,84;3,64;3,41;3,41;3,46;4,05;4,91;4,10;3,64;3,64;3,66;3,51;4,42;3,60;3,65;3,66;3,43;4,17;3,44;3,82;3,30;4,06;3,51;3,42;3,87;3,92
MATERIAL;111;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X 1 1/4"", PARA AGUA FRIA";UN;9,47;8,72;8,27;7,74;7,74;7,86;9,20;11,15;9,32;8,27;8,27;8,31;7,97;10,03;8,19;8,29;8,31;7,80;9,47;7,82;8,68;7,50;9,22;7,99;7,76;8,80;8,90
MATERIAL;112;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 50 MM X1 1/2"", PARA AGUA FRIA";UN;5,02;4,62;4,38;4,10;4,10;4,17;4,88;5,91;4,94;4,38;4,38;4,40;4,22;5,32;4,34;4,39;4,40;4,13;5,02;4,15;4,60;3,97;4,89;4,23;4,11;4,66;4,72
MATERIAL;113;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 60 MM X 2"", PARA AGUA FRIA";UN;12,56;11,56;10,97;10,27;10,27;10,43;12,21;14,79;12,37;10,97;10,97;11,03;10,57;13,31;10,87;11,00;11,03;10,35;12,56;10,38;11,51;9,95;12,24;10,60;10,30;11,67;11,81
MATERIAL;104;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 75 MM X 2 1/2"", PARA AGUA FRIA";UN;21,86;20,13;19,10;17,88;17,88;18,16;21,25;25,75;21,53;19,10;19,10;19,19;18,40;23,17;18,91;19,14;19,19;18,02;21,86;18,07;20,03;17,32;21,30;18,44;17,93;20,32;20,55
MATERIAL;102;"ADAPTADOR PVC SOLDAVEL CURTO COM BOLSA E ROSCA, 85 MM X 3"", PARA AGUA FRIA";UN;30,14;27,75;26,33;24,65;24,65;25,04;29,30;35,50;29,69;26,33;26,33;26,46;25,36;31,95;26,07;26,39;26,46;24,85;30,14;24,91;27,62;23,88;29,36;25,43;24,72;28,01;28,33
MATERIAL;95;"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 20 MM X 1/2"", PARA CAIXA D'AGUA";UN;12,74;11,73;11,13;10,42;10,42;10,58;12,38;15,00;12,54;11,13;11,13;11,18;10,72;13,50;11,02;11,15;11,18;10,50;12,74;10,53;11,67;10,09;12,41;10,74;10,44;11,84;11,97
MATERIAL;96;"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 25 MM X 3/4"", PARA CAIXA D'AGUA";UN;13,85;12,76;12,10;11,33;11,33;11,51;13,47;16,32;13,65;12,10;12,10;12,16;11,66;14,68;11,98;12,13;12,16;11,42;13,85;11,45;12,70;10,97;13,50;11,69;11,36;12,87;13,02
MATERIAL;97;"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 32 MM X 1"", PARA CAIXA D'AGUA";UN;20,84;19,19;18,21;17,05;17,05;17,32;20,26;24,55;20,53;18,21;18,21;18,30;17,54;22,09;18,03;18,25;18,30;17,18;20,84;17,23;19,10;16,51;20,31;17,58;17,09;19,37;19,59
MATERIAL;98;"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 40 MM X 1 1/4"", PARA CAIXA D'AGUA";UN;31,20;28,73;27,26;25,52;25,52;25,92;30,33;36,75;30,73;27,26;27,26;27,39;26,26;33,07;26,99;27,32;27,39;25,72;31,20;25,79;28,59;24,72;30,40;26,32;25,59;29,00;29,33
MATERIAL;99;"ADAPTADOR PVC SOLDAVEL, COM FLANGE E ANEL DE VEDACAO, 50 MM X 1 1/2"", PARA CAIXA D'AGUA";UN;29,49;27,15;25,76;24,12;24,12;24,50;28,67;34,73;29,05;25,76;25,76;25,89;24,81;31,26;25,51;25,82;25,89;24,31;29,49;24,37;27,02;23,36;28,73;24,88;24,18;27,40;27,72
MATERIAL;60;"ADAPTADOR PVC, COM REGISTRO, PARA PEAD, 20 MM X 3/4"", PARA LIGACAO PREDIAL DE AGUA";UN;;;;;;;;;;;5,84;;;;;;;;;;;;8,94;;;5,19;
MATERIAL;72;"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1 1/2"", PARA CAIXA D'AGUA";UN;56,55;52,07;49,41;46,26;46,26;46,99;54,98;66,61;55,71;49,41;49,41;49,65;47,59;59,94;48,92;49,53;49,65;46,62;56,55;46,74;51,83;44,81;55,10;47,71;46,38;52,56;53,16
MATERIAL;71;"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1"", PARA CAIXA D'AGUA";UN;34,93;32,16;30,51;28,57;28,57;29,02;33,96;41,14;34,40;30,51;30,51;30,66;29,39;37,02;30,22;30,59;30,66;28,79;34,93;28,87;32,01;27,67;34,03;29,47;28,64;32,46;32,83
MATERIAL;67;"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 1/2"", PARA CAIXA D'AGUA";UN;18,28;16,83;15,97;14,96;14,96;15,19;17,77;21,53;18,01;15,97;15,97;16,05;15,39;19,38;15,82;16,01;16,05;15,07;18,28;15,11;16,76;14,49;17,81;15,42;14,99;16,99;17,19
MATERIAL;73;"ADAPTADOR PVC, ROSCAVEL, COM FLANGES E ANEL DE VEDACAO, 3/4"", PARA CAIXA D'AGUA";UN;17,50;16,11;15,29;14,31;14,31;14,54;17,01;20,61;17,24;15,29;15,29;15,36;14,72;18,55;15,14;15,32;15,36;14,42;17,50;14,46;16,04;13,86;17,05;14,76;14,35;16,26;16,45
MATERIAL;100;"ADAPTADOR PVC, SOLDAVEL, COM FLANGES E ANEL DE VEDACAO, 60 MM X 2"", PARA CAIXA D'AGUA";UN;51,52;47,44;45,01;42,14;42,14;42,80;50,09;60,68;50,75;45,01;45,01;45,23;43,36;54,61;44,57;45,12;45,23;42,47;51,52;42,58;47,22;40,82;50,20;43,47;42,25;47,88;48,43
MATERIAL;75;"ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 110 MM X 4"", PARA CAIXA D'AGUA";UN;300,38;276,58;262,43;245,70;245,70;249,56;292,01;353,76;295,87;262,43;262,43;263,71;252,78;318,39;259,85;263,07;263,71;247,63;300,38;248,28;275,29;237,98;292,66;253,42;246,35;279,15;282,37
MATERIAL;83;"ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 75 MM X 2 1/2"", PARA CAIXA D'AGUA";UN;240,14;221,11;209,80;196,43;196,43;199,52;233,46;282,82;236,54;209,80;209,80;210,83;202,09;254,54;207,74;210,32;210,83;197,97;240,14;198,49;220,09;190,26;233,97;202,60;196,95;223,17;225,74
MATERIAL;74;"ADAPTADOR PVC, SOLDAVEL, COM FLANGES LIVRES, 85 MM X 3"", PARA CAIXA D'AGUA";UN;343,34;316,13;299,96;280,84;280,84;285,25;333,78;404,36;338,19;299,96;299,96;301,43;288,93;363,92;297,02;300,69;301,43;283,05;343,34;283,78;314,66;272,02;334,51;289,67;281,58;319,07;322,75
MATERIAL;106;"ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 110 MM X 4"", PARA CAIXA D'AGUA";UN;434,16;399,76;379,31;355,14;355,14;360,72;422,08;511,33;427,65;379,31;379,31;381,17;365,36;460,19;375,59;380,24;381,17;357,93;434,16;358,86;397,90;343,98;423,01;366,29;356,07;403,48;408,13
MATERIAL;88;"ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 32 MM X 1"", PARA CAIXA D'AGUA";UN;12,20;11,23;10,66;9,98;9,98;10,14;11,86;14,37;12,02;10,66;10,66;10,71;10,27;12,93;10,55;10,68;10,71;10,06;12,20;10,08;11,18;9,67;11,89;10,29;10,01;11,34;11,47
MATERIAL;82;"ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 75 MM X 2 1/2"", PARA CAIXA D'AGUA";UN;228,47;210,37;199,61;186,89;186,89;189,82;222,11;269,08;225,05;199,61;199,61;200,59;192,27;242,17;197,65;200,10;200,59;188,36;228,47;188,84;209,39;181,02;222,60;192,76;187,38;212,33;214,77
MATERIAL;105;"ADAPTADOR PVC, SOLDAVEL, LONGO, COM FLANGE LIVRE, 85 MM X 3"", PARA CAIXA D'AGUA";UN;323,75;298,10;282,84;264,82;264,82;268,98;314,73;381,29;318,89;282,84;282,84;284,23;272,44;343,16;280,07;283,54;284,23;266,90;323,75;267,59;296,71;256,50;315,43;273,14;265,51;300,87;304,33
MATERIAL;39719;ADESIVO / COLA DE CONTATO LIQUIDO, A BASE DE RESINAS, PARA COLAGEM DE ESPUMA PARA ISOLAMENTO TERMICO FLEXIVEL;L;200,76;140,11;160,12;180,14;155,72;161,72;190,15;197,55;180,14;160,12;164,13;198,15;200,15;180,14;130,10;170,13;183,14;191,15;179,94;157,72;182,14;139,71;199,95;205,16;160,12;155,72;179,14
MATERIAL;3410;ADESIVO / COLA PARA EPS (ISOPOR) E OUTROS MATERIAIS;KG;45,16;31,51;36,02;40,52;35,03;36,38;42,77;44,44;40,52;36,02;36,92;44,57;45,02;40,52;29,26;38,27;41,19;43,00;40,47;35,48;40,97;31,42;44,98;46,15;36,02;35,03;40,29
MATERIAL;4791;ADESIVO ACRILICO DE BASE AQUOSA / COLA DE CONTATO;KG;47,56;37,26;32,57;24,42;45,79;50,28;59,80;56,05;49,11;29,68;51,96;40,45;29,42;44,76;38,38;45,49;47,65;37,09;57,17;27,91;33,39;32,35;38,30;35,37;28,69;52,56;54,37
MATERIAL;157;ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI PARA INJECAO EM TRINCAS, BICOMPONENTE, BAIXA VISCOSIDADE;KG;189,21;208,99;;201,49;145,29;215,65;165,48;129,05;141,34;169,02;127,81;148,21;165,48;173,60;197,33;161,53;256,03;136,76;172,77;145,29;196,92;165,07;151,54;148,62;201,70;143,83;212,53
MATERIAL;156;ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, FLUIDO;KG;67,37;74,41;;71,74;51,73;76,78;58,92;45,95;50,32;60,18;45,50;52,77;58,92;61,81;70,26;57,51;91,16;48,69;61,51;51,73;70,11;58,77;53,95;52,92;71,82;51,21;75,67
MATERIAL;131;ADESIVO ESTRUTURAL A BASE DE RESINA EPOXI, BICOMPONENTE, PASTOSO (TIXOTROPICO);KG;57,61;63,63;;61,35;44,24;65,66;50,39;39,29;43,03;51,46;38,91;45,13;50,39;52,86;60,09;49,18;77,96;41,64;52,61;44,24;59,96;50,26;46,14;45,25;61,42;43,79;64,71
MATERIAL;21114;ADESIVO PARA TUBOS CPVC, *75* G;UN;39,57;27,62;31,56;35,51;30,69;31,88;37,48;38,94;35,51;31,56;32,35;39,06;39,45;35,51;25,64;33,53;36,10;37,68;35,47;31,09;35,90;27,54;39,41;40,44;31,56;30,69;35,31
MATERIAL;119;ADESIVO PLASTICO PARA PVC, BISNAGA COM 75 GR;UN;10,03;7,00;8,00;9,00;7,78;8,08;9,50;9,87;9,00;8,00;8,20;9,90;10,00;9,00;6,50;8,50;9,15;9,55;8,99;7,88;9,10;6,98;9,99;10,25;8,00;7,78;8,95
MATERIAL;122;ADESIVO PLASTICO PARA PVC, FRASCO COM *850* GR;UN;77,17;53,86;61,55;69,25;59,86;62,17;73,09;75,94;69,25;61,55;63,09;76,17;76,94;69,25;50,01;65,40;70,40;73,48;69,17;60,63;70,01;53,70;76,86;78,86;61,55;59,86;68,86
MATERIAL;20080;ADESIVO PLASTICO PARA PVC, FRASCO COM 175 GR;UN;25,19;17,58;20,09;22,60;19,53;20,29;23,85;24,78;22,60;20,09;20,59;24,86;25,11;22,60;16,32;21,34;22,98;23,98;22,57;19,79;22,85;17,53;25,09;25,74;20,09;19,53;22,47
MATERIAL;124;ADITIVO ACELERADOR DE PEGA E ENDURECIMENTO PARA ARGAMASSAS E CONCRETOS, LIQUIDO E ISENTO DE CLORETOS;L;22,22;24,54;;23,66;17,06;25,32;19,43;15,15;16,59;19,85;15,01;17,40;19,43;20,38;23,17;18,97;30,06;16,06;20,29;17,06;23,12;19,38;17,79;17,45;23,68;16,89;24,96
MATERIAL;7334;ADITIVO ADESIVO LIQUIDO PARA ARGAMASSAS DE REVESTIMENTOS CIMENTICIOS;L;20,20;19,37;;24,75;16,93;;14,49;;12,60;16,36;14,62;;;19,42;19,02;16,85;21,12;15,35;20,28;16,96;20,26;16,27;18,83;18,43;20,85;14,39;15,03
MATERIAL;45146;ADITIVO IMPERMEABILIZANTE CRISTALIZANTE PARA CONCRETO;KG;42,60;47,06;;45,37;32,71;48,56;37,26;29,06;31,82;38,06;28,77;33,37;37,26;39,09;44,43;36,37;57,65;30,79;38,90;32,71;44,34;37,17;34,12;33,46;45,41;32,38;47,85
MATERIAL;123;ADITIVO IMPERMEABILIZANTE DE PEGA NORMAL PARA ARGAMASSAS E CONCRETOS SEM ARMACAO, LIQUIDO E ISENTO DE CLORETOS;L;9,09;10,04;;9,68;6,98;10,36;7,95;6,20;6,79;8,12;6,14;7,12;7,95;8,34;9,48;7,76;12,30;6,57;8,30;6,98;9,46;7,93;7,28;7,14;9,69;6,91;10,21
MATERIAL;127;ADITIVO IMPERMEABILIZANTE DE PEGA ULTRARRAPIDA, LIQUIDO E ISENTO DE CLORETOS;L;21,70;23,97;;23,11;16,66;24,73;18,98;14,80;16,21;19,38;14,66;17,00;18,98;19,91;22,63;18,52;29,36;15,68;19,81;16,66;22,58;18,93;17,38;17,04;23,13;16,49;24,37
MATERIAL;133;ADITIVO LIQUIDO INCORPORADOR DE AR PARA CONCRETO E ARGAMASSA, LIQUIDO E ISENTO DE CLORETOS;L;9,01;9,95;;9,60;6,92;10,27;7,88;6,14;6,73;8,05;6,09;7,06;7,88;8,27;9,40;7,69;12,20;6,51;8,23;6,92;9,38;7,86;7,22;7,08;9,61;6,85;10,12
MATERIAL;43617;ADITIVO PLASTIFICANTE E ESTABILIZADOR PARA ARGAMASSAS DE ASSENTAMENTO E REBOCO, LIQUIDO E ISENTO DE CLORETOS;L;10,07;11,12;;10,72;7,73;11,48;8,81;6,87;7,52;8,99;6,80;7,89;8,81;9,24;10,50;8,59;13,63;7,28;9,19;7,73;10,48;8,78;8,06;7,91;10,73;7,65;11,31
MATERIAL;132;ADITIVO PLASTIFICANTE RETARDADOR DE PEGA E REDUTOR DE AGUA PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS;L;9,34;10,32;;9,95;7,17;10,65;8,17;6,37;6,98;8,35;6,31;7,32;8,17;8,57;9,74;7,97;12,64;6,75;8,53;7,17;9,72;8,15;7,48;7,34;9,96;7,10;10,49
MATERIAL;43618;ADITIVO SUPERPLASTIFICANTE DE PEGA NORMAL PARA CONCRETO, LIQUIDO E ISENTO DE CLORETOS;KG;23,52;25,98;;25,05;18,06;26,81;20,57;16,04;17,57;21,01;15,89;18,42;20,57;21,58;24,53;20,08;31,83;17,00;21,48;18,06;24,48;20,52;18,84;18,48;25,08;17,88;26,42
MATERIAL;37476;ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO QUADRADA INTERNA DE 1,50 X 1,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA;UN;;2.745,37;;;3.993,27;;4.151,34;3.904,75;;4.459,15;3.410,92;4.126,38;;3.818,90;;3.128,06;3.660,50;;4.791,93;3.841,20;3.501,60;;3.826,89;;;4.425,88;3.949,51
MATERIAL;37478;ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,00 X 2,00 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA;UN;;3.438,65;;;5.001,68;;5.199,66;4.890,81;;5.585,21;4.272,26;5.168,40;;4.783,27;;3.917,98;4.584,87;;6.002,01;4.811,19;4.385,84;;4.793,27;;;5.543,52;4.946,87
MATERIAL;37477;ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 2,50 X 2,50 M (L X A), MISULA DE 20 X 20 CM, C = 1,00 M, ESPESSURA MIN = 15 CM, TB-45 E FCK DO CONCRETO = 30 MPA;UN;;4.658,82;;;6.776,47;;7.044,70;6.626,25;;7.567,05;5.788,23;7.002,35;;6.480,56;;5.308,23;6.211,76;;8.131,76;6.518,39;5.942,11;;6.494,11;;;7.510,58;6.702,21
MATERIAL;37479;ADUELA/ GALERIA PRE-MOLDADA DE CONCRETO ARMADO, SECAO RETANGULAR INTERNA DE 3,00 X 3,00 M (L X A), MISULA DE 20 X 20 CM, C = 1.00 M, ESPESSURA MIN = 20 CM, TB-45 E FCK DO CONCRETO = 30 MPA;UN;;5.525,42;;;8.036,97;;8.355,10;7.858,82;;8.974,62;6.864,91;8.304,87;;7.686,02;;6.295,63;7.367,22;;9.644,36;7.730,90;7.047,42;;7.702,10;;;8.907,64;7.948,90
MATERIAL;4319;AFASTADOR PARA TELHA DE FIBROCIMENTO CANALETE 90 OU KALHETAO;UN;1,38;1,86;;2,57;1,92;1,27;;1,92;1,54;2,44;2,37;1,33;1,65;2,25;2,25;1,31;2,17;1,22;2,25;1,73;1,58;1,96;1,81;1,80;2,25;1,90;1,63
MATERIAL;42409;AGENTE DE CURA, PROTETOR DA EVAPORACAO DA AGUA DE HIDRATACAO DO CONCRETO;KG;14,81;16,36;;15,77;11,37;16,88;12,95;10,10;11,06;13,23;10,00;11,60;12,95;13,59;15,45;12,64;20,04;10,70;13,52;11,37;15,41;12,92;11,86;11,63;15,79;11,26;16,64
MATERIAL;40553;AGREGADO RECICLADO, TIPO RACHAO RECICLADO CINZA, CLASSE A;M3;;;;;;;;;;;;;;;;;;39,00;;;;;;;;60,00;
MAO DE OBRA;6114;AJUDANTE DE ARMADOR (HORISTA);H;17,97;15,84;16,14;17,14;15,97;16,06;15,35;17,11;15,03;15,48;18,23;14,85;15,92;15,60;15,57;17,91;15,57;20,72;22,13;16,22;19,77;16,56;18,21;21,68;14,90;22,81;17,97
MAO DE OBRA;40912;AJUDANTE DE ARMADOR (MENSALISTA);MES;3.140,53;2.767,83;2.834,84;2.981,29;2.795,12;2.825,03;2.737,19;3.003,50;2.650,07;2.728,14;3.218,73;2.597,97;2.809,82;2.703,77;2.725,53;3.137,72;2.749,89;3.637,57;3.893,29;2.834,85;3.430,76;2.885,26;3.202,04;3.803,78;2.635,07;3.997,37;3.155,57
MAO DE OBRA;247;AJUDANTE DE ELETRICISTA (HORISTA);H;17,97;15,84;16,14;17,14;15,97;16,06;15,35;17,11;15,03;15,48;18,23;14,85;15,92;15,60;15,57;17,91;15,57;20,72;22,13;16,22;19,77;16,56;18,21;21,68;14,90;22,81;17,97
MAO DE OBRA;40919;AJUDANTE DE ELETRICISTA (MENSALISTA);MES;3.140,53;2.767,83;2.834,84;2.981,29;2.795,12;2.825,03;2.737,19;3.003,50;2.650,07;2.728,14;3.218,73;2.597,97;2.809,82;2.703,77;2.725,53;3.137,72;2.749,89;3.637,57;3.893,29;2.834,85;3.430,76;2.885,26;3.202,04;3.803,78;2.635,07;3.997,37;3.155,57
MAO DE OBRA;44499;AJUDANTE DE ESTRUTURAS METALICAS (HORISTA);H;17,97;15,84;16,14;17,14;15,97;16,06;15,35;17,11;15,03;15,48;18,23;14,85;15,92;15,60;15,57;17,91;15,57;20,72;22,13;16,22;19,77;16,56;18,21;21,68;14,81;22,81;17,97
MAO DE OBRA;40984;AJUDANTE DE ESTRUTURAS METALICAS (MENSALISTA);MES;3.140,53;2.767,83;2.834,84;2.981,29;2.795,12;2.825,03;2.737,19;3.003,50;2.650,07;2.728,14;3.218,73;2.597,97;2.809,82;2.703,77;2.725,53;3.137,72;2.749,89;3.637,57;3.893,29;2.834,85;3.430,76;2.885,26;3.202,04;3.803,78;2.621,13;3.997,37;3.155,57
MAO DE OBRA;248;AJUDANTE DE OPERACAO EM GERAL (HORISTA);H;17,56;15,82;15,82;16,12;16,81;15,18;15,27;15,50;15,44;15,69;19,74;15,31;15,76;16,10;15,76;18,06;15,91;20,36;22,49;15,27;20,05;15,09;18,13;21,17;14,85;20,49;24,55
MAO DE OBRA;41086;AJUDANTE DE OPERACAO EM GERAL (MENSALISTA);MES;3.069,36;2.764,99;2.779,30;2.802,52;2.942,55;2.670,89;2.725,15;2.723,39;2.723,31;2.766,13;3.488,51;2.678,52;2.780,74;2.791,64;2.760,60;3.165,52;2.809,46;3.571,12;3.957,24;2.669,94;3.481,54;2.630,57;3.186,57;3.714,96;2.627,82;3.590,91;4.308,16
MAO DE OBRA;34466;AJUDANTE DE PINTOR (HORISTA);H;17,97;20,73;16,14;17,14;15,97;16,06;15,35;17,11;15,03;15,48;18,23;14,85;19,76;15,60;15,57;17,91;15,57;20,72;22,13;16,22;19,77;16,56;18,21;29,73;19,33;22,81;17,97
MAO DE OBRA;41083;AJUDANTE DE PINTOR (MENSALISTA);MES;3.140,53;3.620,49;2.834,84;2.981,29;2.795,12;2.825,03;2.737,19;3.003,50;2.650,07;2.728,14;3.218,73;2.597,97;3.487,45;2.703,77;2.725,53;3.137,72;2.749,89;3.637,57;3.893,29;2.834,85;3.430,76;2.885,26;3.202,04;5.212,30;3.420,00;3.997,37;3.155,57
MAO DE OBRA;252;AJUDANTE DE SERRALHEIRO (HORISTA);H;17,97;15,84;16,14;17,14;15,97;16,06;15,35;17,11;15,03;15,48;18,23;14,85;15,92;15,60;15,57;17,91;15,57;20,72;22,13;16,22;19,77;16,56;18,21;21,68;14,90;22,81;17,97
MAO DE OBRA;40909;AJUDANTE DE SERRALHEIRO (MENSALISTA);MES;3.140,53;2.767,83;2.834,84;2.981,29;2.795,12;2.825,03;2.737,19;3.003,50;2.650,07;2.728,14;3.218,73;2.597,97;2.809,82;2.703,77;2.725,53;3.137,72;2.749,89;3.637,57;3.893,29;2.834,85;3.430,76;2.885,26;3.202,04;3.803,78;2.635,07;3.997,37;3.155,57
MAO DE OBRA;242;AJUDANTE ESPECIALIZADO (HORISTA);H;17,56;15,82;15,82;16,12;16,81;15,18;15,27;15,50;15,44;15,69;19,74;15,31;15,76;16,10;15,76;18,06;15,91;20,36;22,49;15,27;20,05;15,09;18,13;21,17;14,85;21,93;15,55
MAO DE OBRA;41085;AJUDANTE ESPECIALIZADO (MENSALISTA);MES;3.069,36;2.764,99;2.779,30;2.802,52;2.942,55;2.670,89;2.725,15;2.723,39;2.723,31;2.766,13;3.488,51;2.678,52;2.780,74;2.791,64;2.760,60;3.165,52;2.809,46;3.571,12;3.957,24;2.669,94;3.481,54;2.630,57;3.186,57;3.714,96;2.627,82;3.842,70;2.731,35
MATERIAL;427;"ALCA PREFORMADA DE CONTRA POSTE, EM ACO GALVANIZADO, PARA CABO 3/16"", COMPRIMENTO *860* MM";UN;6,21;12,10;7,82;;12,84;;13,26;9,38;9,17;10,65;;12,81;10,75;12,22;8,83;;9,23;5,90;11,72;;5,67;;;11,10;;6,55;15,41
MATERIAL;417;ALCA PREFORMADA DE DISTRIBUICAO, EM ACO GALVANIZADO, PARA CABO DE ALUMINIO DIAMETRO 16 A 25 MM;UN;2,92;5,70;3,69;;6,05;;6,25;4,42;4,32;5,02;;6,04;5,07;5,76;4,16;;4,35;2,78;5,52;;2,67;;;5,23;;3,08;7,26
MATERIAL;11273;ALCA PREFORMADA DE DISTRIBUICAO, EM ACO GALVANIZADO, PARA CONDUTORES DE ALUMINIO AWG 1/0 (CAA 6/1 OU CA 7 FIOS);UN;9,08;17,70;11,44;;18,78;;19,40;13,73;13,41;15,58;;18,74;15,73;17,88;12,92;;13,50;8,63;17,14;;8,30;;;16,24;;9,58;22,54
